band_00_mae,band_00_rmse,band_01_mae,band_01_rmse,band_02_mae,band_02_rmse,band_03_mae,band_03_rmse,band_04_mae,band_04_rmse,band_05_mae,band_05_rmse,band_06_mae,band_06_rmse,band_07_mae,band_07_rmse,band_08_mae,band_08_rmse,band_09_mae,band_09_rmse,band_10_mae,band_10_rmse,band_11_mae,band_11_rmse,band_12_mae,band_12_rmse,band_13_mae,band_13_rmse,band_14_mae,band_14_rmse,band_15_mae,band_15_rmse,band_16_mae,band_16_rmse,band_17_mae,band_17_rmse,band_18_mae,band_18_rmse,band_19_mae,band_19_rmse,band_20_mae,band_20_rmse,band_21_mae,band_21_rmse,band_22_mae,band_22_rmse,band_23_mae,band_23_rmse,band_24_mae,band_24_rmse,band_25_mae,band_25_rmse,band_26_mae,band_26_rmse,band_27_mae,band_27_rmse,band_28_mae,band_28_rmse,band_29_mae,band_29_rmse,band_30_mae,band_30_rmse,max_abs_err,mean_abs_err,mse,name,psnr_1,psnr_255,rmse
0.28768011927604675,0.2951153516769409,0.19438451528549194,0.20079109072685242,0.1134156659245491,0.12094108015298843,0.09914988279342651,0.10664917528629303,0.0671168714761734,0.081596240401268,0.05093449354171753,0.06518378108739853,0.05551448091864586,0.07200700044631958,0.05884692817926407,0.07745839655399323,0.05453132465481758,0.07418829202651978,0.0515630804002285,0.07587642222642899,0.05053691938519478,0.07427959889173508,0.05638455972075462,0.07905735075473785,0.05971392244100571,0.08268968015909195,0.05871579796075821,0.08112479001283646,0.056661032140254974,0.07981858402490616,0.058713484555482864,0.08589749038219452,0.05697645619511604,0.08245183527469635,0.057412322610616684,0.08343139290809631,0.05702897533774376,0.08308622241020203,0.05955217778682709,0.08617715537548065,0.06886762380599976,0.10083534568548203,0.07890056073665619,0.11922024190425873,0.08916427940130234,0.1309841424226761,0.09654974192380905,0.14346028864383698,0.10038537532091141,0.15074533224105835,0.10175023227930069,0.15465733408927917,0.10421339422464371,0.15672102570533752,0.11287001520395279,0.16877034306526184,0.1076466292142868,0.1559063345193863,0.12259427458047867,0.17327232658863068,0.12341850250959396,0.16511231660842896,0.9928346872329712,0.0874619260430336,0.01604863815009594,p002_smile_left,17.945618149097058,66.07642175777616,0.12668321968633392
0.28370559215545654,0.29279154539108276,0.19521290063858032,0.20577040314674377,0.11501266807317734,0.12863163650035858,0.10370447486639023,0.11926354467868805,0.08314923942089081,0.11065272241830826,0.06525712460279465,0.08755187690258026,0.07190920412540436,0.09671404957771301,0.07702647894620895,0.10443934053182602,0.07406077533960342,0.10159065574407578,0.07510559260845184,0.10730057209730148,0.0724261924624443,0.10232069343328476,0.07553005963563919,0.10371071845293045,0.0786551982164383,0.10684425383806229,0.0788680911064148,0.106437548995018,0.07840511202812195,0.1067863181233406,0.0868624821305275,0.12309663742780685,0.08007591962814331,0.11010290682315826,0.08019492030143738,0.11042382568120956,0.0795716792345047,0.11007620394229889,0.08323748409748077,0.11405936628580093,0.09142984449863434,0.12462537735700607,0.0987638607621193,0.13675673305988312,0.10694509744644165,0.14680689573287964,0.10997547954320908,0.15311995148658752,0.11140652000904083,0.15674321353435516,0.10906743258237839,0.15448100864887238,0.11045084148645401,0.15525782108306885,0.11659633368253708,0.16386106610298157,0.10856029391288757,0.14773619174957275,0.1191275343298912,0.16120539605617523,0.11770448833703995,0.15264618396759033,0.9931315183639526,0.10123321413993835,0.019060838967561722,p002_smile_right,17.19857987697495,65.32938348565406,0.1380609972713573
0.3085246682167053,0.31647661328315735,0.20348285138607025,0.21184752881526947,0.12968656420707703,0.13916614651679993,0.09430305659770966,0.10554917901754379,0.07550403475761414,0.09587876498699188,0.06346533447504044,0.08256800472736359,0.06935901939868927,0.09099819511175156,0.07101086527109146,0.09418138116598129,0.0700785294175148,0.09357652813196182,0.07412204146385193,0.10094259679317474,0.07664240896701813,0.10488256067037582,0.07650595158338547,0.10274966061115265,0.07944229245185852,0.10544288903474808,0.07446475327014923,0.09983019530773163,0.07241328805685043,0.0976743996143341,0.08791095018386841,0.1198987364768982,0.07659897953271866,0.1048964262008667,0.07979106903076172,0.10826028883457184,0.07804764807224274,0.10666966438293457,0.07546930015087128,0.10336019098758698,0.08821137994527817,0.12392330169677734,0.10676504671573639,0.15692855417728424,0.10861309617757797,0.1610744148492813,0.11453231424093246,0.17565006017684937,0.11407523602247238,0.17816706001758575,0.12894321978092194,0.20503678917884827,0.11689286679029465,0.1841510683298111,0.13269740343093872,0.2081543654203415,0.11997553706169128,0.18049195408821106,0.14586395025253296,0.22093355655670166,0.13325762748718262,0.1866503655910492,0.9937297701835632,0.10474297404289246,0.022700799629092216,p003_neutral_front,16.439588446400965,64.57039205508008,0.1506678453721703
0.30863940715789795,0.31736767292022705,0.2077508121728897,0.21717973053455353,0.13228948414325714,0.1433878093957901,0.0974864512681961,0.1104656234383583,0.08748463541269302,0.10989449918270111,0.0720331147313118,0.09039252251386642,0.0794948935508728,0.09992236644029617,0.08239297568798065,0.10453534871339798,0.08179798722267151,0.10558506846427917,0.08873429149389267,0.11485402286052704,0.09082677960395813,0.1187199130654335,0.08839492499828339,0.11649895459413528,0.09124000370502472,0.12009686976671219,0.08700281381607056,0.11602319031953812,0.0840938463807106,0.11178655177354813,0.10515541583299637,0.137335404753685,0.08942190557718277,0.11999914795160294,0.09267815947532654,0.12388632446527481,0.08871202915906906,0.1176881194114685,0.08814868330955505,0.11764664947986603,0.10590698570013046,0.14628112316131592,0.12549495697021484,0.17865973711013794,0.12811265885829926,0.182837575674057,0.13546888530254364,0.19898363947868347,0.13637882471084595,0.20338992774486542,0.14915825426578522,0.22477629780769348,0.13681726157665253,0.20513682067394257,0.1542351394891739,0.23311975598335266,0.1347280889749527,0.19570496678352356,0.16481155157089233,0.24342043697834015,0.14980079233646393,0.20622552931308746,0.9078879356384277,0.11822610348463058,0.027279812842607498,p003_neutral_left,15.64158613550076,63.77238974417986,0.16516601600392103
0.31387650966644287,0.32149407267570496,0.2043660283088684,0.21163056790828705,0.12912359833717346,0.1367282122373581,0.0919041857123375,0.10018321871757507,0.06343845278024673,0.07754519581794739,0.055171262472867966,0.07520817965269089,0.060770291835069656,0.08420919626951218,0.06356266140937805,0.08915630728006363,0.06403295695781708,0.09118823707103729,0.06698263436555862,0.09739430248737335,0.0721672922372818,0.10617949068546295,0.07610952109098434,0.10935895889997482,0.08098116517066956,0.11428313702344894,0.07681550830602646,0.10844656825065613,0.07485753297805786,0.10513151437044144,0.08179828524589539,0.11263670772314072,0.07923995703458786,0.11256255209445953,0.08208431303501129,0.1153465136885643,0.07966425269842148,0.11334788799285889,0.0776028260588646,0.11225622147321701,0.09209459275007248,0.13764894008636475,0.11152315139770508,0.1724623292684555,0.11420529335737228,0.17950981855392456,0.12194988876581192,0.19517138600349426,0.12269193679094315,0.19906458258628845,0.13813893496990204,0.22695817053318024,0.12763644754886627,0.2090456634759903,0.14020667970180511,0.22571274638175964,0.1331687718629837,0.20954374969005585,0.154798224568367,0.24049539864063263,0.14722982048988342,0.2163693904876709,0.9923558831214905,0.10641036182641983,0.025770744308829308,p003_neutral_right,15.888730380051943,64.01953398873106,0.16053268922194416
0.31307128071784973,0.32088571786880493,0.20640498399734497,0.21404911577701569,0.131700798869133,0.14005130529403687,0.0958784967660904,0.10527339577674866,0.07355186343193054,0.09059567749500275,0.06255782395601273,0.0796353667974472,0.06807869672775269,0.08786598592996597,0.07018742710351944,0.09169241040945053,0.06914665549993515,0.09158287197351456,0.07195975631475449,0.09726745635271072,0.07501223683357239,0.10187338292598724,0.07587406784296036,0.10110799223184586,0.0787845179438591,0.10360177606344223,0.07243745028972626,0.0962192714214325,0.06850259751081467,0.0916469469666481,0.07956688851118088,0.10807640850543976,0.07200921326875687,0.09767910093069077,0.07535307109355927,0.10118649154901505,0.07206952571868896,0.09769152849912643,0.07016836851835251,0.09557510167360306,0.08651653677225113,0.1203596368432045,0.10693133622407913,0.15510228276252747,0.10929492115974426,0.1604253202676773,0.11710932105779648,0.17714305222034454,0.11760126054286957,0.18145513534545898,0.1325961798429489,0.20761479437351227,0.12128229439258575,0.18852731585502625,0.13719911873340607,0.21147799491882324,0.12496296316385269,0.18581371009349823,0.15150786936283112,0.2247399091720581,0.13952916860580444,0.19221219420433044,0.9896888136863708,0.10474864393472672,0.022632326930761337,p003_smile_front,16.452707919914992,64.5835115285941,0.15044044313535285
0.3085719645023346,0.3173932731151581,0.2069704383611679,0.21652747690677643,0.13167640566825867,0.14281342923641205,0.09676108509302139,0.10968764871358871,0.08581643551588058,0.10823094099760056,0.07101621478796005,0.0894944965839386,0.07830728590488434,0.09888722002506256,0.08125858008861542,0.10348979383707047,0.08069650828838348,0.10457463562488556,0.08707805722951889,0.1134149506688118,0.08935526758432388,0.11749371141195297,0.0872005894780159,0.11544749140739441,0.09002171456813812,0.11887462437152863,0.08541607111692429,0.11430265009403229,0.0821879431605339,0.10972001403570175,0.10187337547540665,0.13389018177986145,0.08710677921772003,0.11752688884735107,0.09027399867773056,0.1212882250547409,0.08625580370426178,0.11510618031024933,0.08577527105808258,0.1148022785782814,0.10364425182342529,0.14380130171775818,0.12357458472251892,0.17714816331863403,0.12653721868991852,0.1815849095582962,0.13433901965618134,0.19850067794322968,0.1356203705072403,0.20341604948043823,0.14844636619091034,0.225094273686409,0.13635364174842834,0.20542459189891815,0.15345169603824615,0.23287814855575562,0.13446848094463348,0.19592896103858948,0.16399046778678894,0.24264611303806305,0.14957831799983978,0.2064596265554428,0.9803239107131958,0.11690125614404678,0.02698563225567341,p003_smile_left,15.688674022445552,63.819477631124656,0.16427304178006022
0.31294235587120056,0.3202310800552368,0.2030474990606308,0.20958542823791504,0.128662571310997,0.13573981821537018,0.09201524406671524,0.09969259053468704,0.06378541886806488,0.07706550508737564,0.05478240177035332,0.07341498881578445,0.060364190489053726,0.08244066685438156,0.06304931640625,0.08738330751657486,0.06339436769485474,0.08936060220003128,0.06662065535783768,0.09577066451311111,0.07144851982593536,0.1037691980600357,0.07508524507284164,0.10674261301755905,0.07973624765872955,0.11144573986530304,0.07556864619255066,0.10540489852428436,0.07378729432821274,0.10208846628665924,0.08104044198989868,0.11009403318166733,0.07811436802148819,0.1093418300151825,0.08074118942022324,0.11195291578769684,0.07840204238891602,0.10956767946481705,0.07689957320690155,0.10897909849882126,0.0917510837316513,0.13474178314208984,0.11090434342622757,0.16910849511623383,0.11406096071004868,0.1769867092370987,0.12071092426776886,0.19117975234985352,0.12074825912714005,0.19422470033168793,0.1352362483739853,0.22075648605823517,0.1251574009656906,0.20322152972221375,0.1369396597146988,0.21811418235301971,0.13120529055595398,0.20312216877937317,0.15173427760601044,0.23176394402980804,0.14611095190048218,0.20956069231033325,0.9943622350692749,0.10530801117420197,0.024647219106554985,p003_smile_right,16.082320741477243,64.21312435015635,0.156994328262377
0.30130764842033386,0.3088192343711853,0.19454136490821838,0.2010473906993866,0.12551432847976685,0.1329040229320526,0.09145743399858475,0.09968028962612152,0.06972941011190414,0.08641590178012848,0.054770976305007935,0.07028050720691681,0.058052610605955124,0.07612623274326324,0.05875788629055023,0.07830160856246948,0.05663866922259331,0.07691368460655212,0.058145225048065186,0.08296360075473785,0.05916166305541992,0.08507262170314789,0.059945616871118546,0.08304531127214432,0.062972791492939,0.08562371134757996,0.05915449559688568,0.08202897757291794,0.05885288864374161,0.08245332539081573,0.07321860641241074,0.10524369776248932,0.06263598799705505,0.08978725969791412,0.06563437730073929,0.09282797574996948,0.0649985745549202,0.09332610666751862,0.06218992918729782,0.09049457311630249,0.0680316686630249,0.10277187079191208,0.07807976752519608,0.1252661496400833,0.07954155653715134,0.1296384185552597,0.08192946016788483,0.138783261179924,0.08072767406702042,0.14032308757305145,0.09082191437482834,0.16145893931388855,0.08256165683269501,0.14604409039020538,0.09267565608024597,0.16294144093990326,0.08504997193813324,0.14280129969120026,0.10372564196586609,0.17200246453285217,0.09837443381547928,0.1481579691171646,0.9809620976448059,0.08514658361673355,0.016404636204242706,p004_neutral_front,17.850333962588415,65.98113757126752,0.1280805848059834
0.3063640296459198,0.3131368160247803,0.19641855359077454,0.20101049542427063,0.12844321131706238,0.13316282629966736,0.09364572912454605,0.09776642918586731,0.06342553347349167,0.07105319947004318,0.047621291130781174,0.059032417833805084,0.048752252012491226,0.06277894228696823,0.0487891286611557,0.0642487108707428,0.04641012102365494,0.06333854794502258,0.045603491365909576,0.06509310007095337,0.046496666967868805,0.06812737137079239,0.049611449241638184,0.07001993805170059,0.05336536467075348,0.07351729273796082,0.05024909973144531,0.07107269763946533,0.05051989108324051,0.07177170366048813,0.059086475521326065,0.08108015358448029,0.054010286927223206,0.07858015596866608,0.057509645819664,0.08232121914625168,0.056800246238708496,0.08252573013305664,0.05384639650583267,0.08025019615888596,0.05769607424736023,0.0924718976020813,0.06371724605560303,0.11061946302652359,0.06353282928466797,0.11193109303712845,0.06440404057502747,0.11913026124238968,0.06231158226728439,0.11969411373138428,0.06951441615819931,0.13511325418949127,0.06405777484178543,0.12346620857715607,0.07110026478767395,0.13371779024600983,0.06965557485818863,0.12169791013002396,0.0853601023554802,0.14283815026283264,0.08727691322565079,0.13008087873458862,0.9955008625984192,0.07470400631427765,0.013361698016524315,p004_neutral_left,18.741383478224876,66.87218708690398,0.1155928112666368
